title,longitude,latitude,temporarilyClosed,totalScore,reviewsCount,categoryName,Dine_in,Outdoor_Seating
Quartino Bottega Organica,-73.99292,40.725535,FALSE,4.1,,Italian restaurant,TRUE,TRUE
Periyali,-73.9929625,40.7406277,FALSE,4.5,,Greek restaurant,TRUE,
Il Cantinori,-73.9931233,40.7323332,FALSE,4.6,,Italian restaurant,TRUE,
Dunkin',-73.9931243,40.7432354,FALSE,3.9,,Coffee shop,TRUE,
Memo Shish Kebab - Manhattan,-73.9931723,40.7428577,FALSE,4.2,,Turkish restaurant,TRUE,
Slate NY,-73.9931854,40.7412155,FALSE,4.2,,American restaurant,TRUE,
Vic's,-73.9932413,40.7268643,FALSE,4.5,,Italian restaurant,TRUE,
Burger & Lobster,-73.993366,40.740156,FALSE,4.4,,Hamburger restaurant,TRUE,
Jue Lan Club,-73.9934031,40.7409694,FALSE,3.9,,Restaurant,TRUE,TRUE
Kochi,-73.9934692,40.7619926,FALSE,4.9,,Korean restaurant,TRUE,
Tick Tock Diner NY,-73.993544,40.75242,FALSE,3.9,,Diner,TRUE,
Smithfield Hall NYC,-73.9935444,40.7447306,FALSE,4.5,,Sports bar,TRUE,
Blossom on University,-73.993674,40.7332505,FALSE,4.5,,Vegan restaurant,TRUE,
Kings Kitchen,-73.9936923,40.7139892,FALSE,3.9,,Chinese restaurant,TRUE,
Lafayette Grand Café & Bakery,-73.9937017,40.7275934,FALSE,4.3,,French restaurant,TRUE,TRUE
Kobeyaki,-73.9937996,40.7462521,FALSE,4.3,,Japanese restaurant,TRUE,
Tacombi,-73.9938,40.724,FALSE,4.4,,Mexican restaurant,TRUE,
The Musket Room,-73.9938218,40.7239263,FALSE,4.6,,New American restaurant,TRUE,
Maki Kosaka,-73.9938224,40.7402921,FALSE,4.9,,Sushi restaurant,TRUE,TRUE
Yakiniku Futago,-73.9940515,40.7389084,FALSE,4.7,,Japanese restaurant,TRUE,
Golden Diner,-73.9941082,40.7124333,FALSE,4.6,,Diner,TRUE,
The Restaurant,-73.994125,40.7560837,FALSE,4.7,,Restaurant,TRUE,
44 & X Hell's Kitchen,-73.9942245,40.7610011,FALSE,4.4,,New American restaurant,TRUE,TRUE
Manganaros & HeroBoy,-73.994539,40.7555233,FALSE,4.2,,Restaurant,TRUE,
Pietro,-73.994662,40.721002,FALSE,4.1,,Italian restaurant,TRUE,
Rintintin,-73.9948822,40.7211879,FALSE,4.3,,Mediterranean restaurant,TRUE,
Famous Amadeus Pizza,-73.9948846,40.7498209,FALSE,4.1,,Italian restaurant,TRUE,
Chick-fil-A,-73.9949729,40.7310778,FALSE,3.8,,Fast food restaurant,TRUE,
NYU Kosher Eatery,-73.9950331,40.73098,FALSE,4.7,,Kosher restaurant,TRUE,
Wayan,-73.9950855,40.7213692,FALSE,4.5,,Indonesian restaurant,TRUE,
Jisu,-73.9951758,40.7161006,TRUE,4.5,,Vegetarian restaurant,TRUE,
Taco Bell,-73.9952826,40.7492879,FALSE,3.6,,Tex-Mex restaurant,TRUE,
Happy Family Restaurant 新上海,-73.9954211,40.7600045,FALSE,3.1,,Pan-Asian restaurant,TRUE,
Wendy's,-73.9954682,40.7267567,FALSE,3.9,,Fast food restaurant,TRUE,
The Terrace,-73.9955556,40.7591667,TRUE,4.4,,Japanese restaurant,TRUE,
noodlelove,-73.9956222,40.7209663,FALSE,4.2,,Asian fusion restaurant,TRUE,
Lombardi's,-73.9956856,40.7215781,FALSE,4.1,,Pizza restaurant,TRUE,
Sushi Tokyo,-73.995697,40.741108,FALSE,4.6,,Kosher restaurant,TRUE,
Golden Krust Caribbean Restaurant,-73.995834,40.73711,FALSE,3.3,,Caribbean restaurant,TRUE,
PRINT.,-73.9959347,40.7645778,TRUE,4.4,,New American restaurant,TRUE,
Pravda New York,-73.9959759,40.723919,FALSE,3.9,,Russian restaurant,TRUE,
Claudette,-73.9959946,40.7330613,FALSE,4.4,,French restaurant,TRUE,TRUE
Hwa Yuan Szechuan 華園,-73.9960242,40.7137682,FALSE,4.4,,Chinese restaurant,TRUE,
Ta?m,-73.9961444,40.7219924,FALSE,4.5,,Mediterranean restaurant,TRUE,
Portale,-73.9962661,40.7402203,FALSE,4.7,,Italian restaurant,TRUE,TRUE
Champignon,-73.9964832,40.7433457,FALSE,4,,Mediterranean restaurant,TRUE,TRUE
CAVA,-73.9965259,40.7219009,FALSE,4.5,,Mediterranean restaurant,TRUE,
October,-73.9965332,40.7206081,FALSE,4.9,,Vegan restaurant,TRUE,
Chipotle Mexican Grill,-73.9965334,40.7260907,FALSE,3.8,,Mexican restaurant,TRUE,
Greecologies,-73.9965698,40.7201345,FALSE,4.5,,Lunch restaurant,TRUE,TRUE
Society Cafe,-73.9966194,40.7362167,FALSE,3.9,,Traditional American restaurant,TRUE,
Society Cafe,-73.9966616,40.7361334,FALSE,4.4,,Restaurant,TRUE,
Glur Thai,-73.996698,40.7412358,FALSE,4.5,,Thai restaurant,TRUE,
Chopt Creative Salad Co.,-73.9967103,40.7220102,FALSE,4.2,,Salad shop,TRUE,
Taco Dumbo,-73.9968049,40.7219127,TRUE,4.2,,Mexican restaurant,TRUE,
Grotta Azzurra,-73.9969982,40.7203721,FALSE,4,,Italian restaurant,TRUE,TRUE
The Chelsea Bell,-73.9970291,40.7469146,FALSE,4.1,,Bar & grill,TRUE,
sweetgreen,-73.9971105,40.7211844,FALSE,4.5,,Health food restaurant,TRUE,
Eileen's Special Cheesecake,-73.9972582,40.721568,FALSE,4.6,,Bakery,TRUE,
Zooba,-73.9973098,40.7212933,FALSE,4.7,,Egyptian restaurant,TRUE,
Analogue,-73.9974458,40.7328453,FALSE,4.4,,Cocktail bar,TRUE,
Jack's Wife Freda,-73.9975099,40.7221234,FALSE,4.4,,Mediterranean restaurant,TRUE,TRUE
Chipotle Mexican Grill,-73.9975231,40.7226695,FALSE,3.9,,Mexican restaurant,TRUE,
Loring Place,-73.9975837,40.7329277,FALSE,4.6,,American restaurant,TRUE,
Hudson Yards Tavern,-73.9976192,40.7510311,FALSE,4.9,,Bar & grill,TRUE,
Grand Shanghai House - Temporarily Closed,-73.9977635,40.7146266,FALSE,3.7,,Shanghainese restaurant,TRUE,
Osteria Morini,-73.9977806,40.7220167,FALSE,4.5,,Restaurant,TRUE,
Canton Lounge,-73.9979012,40.7162296,FALSE,3.8,,Cantonese restaurant,TRUE,
Burger & Barrel,-73.9979265,40.7256816,TRUE,4.3,,Hamburger restaurant,TRUE,
Clyde Frazier’s Wine and Dine,-73.9979592,40.7567889,FALSE,4.3,,American restaurant,TRUE,
Boston Market,-73.9979847,40.7452779,FALSE,4.1,,American restaurant,TRUE,
Kubeh,-73.9979852,40.735431,FALSE,4.4,,Middle Eastern restaurant,TRUE,
Salam,-73.9979854,40.7367055,FALSE,4.3,,Middle Eastern restaurant,TRUE,
Julia Tea & Dim Sum House,-73.9980081,40.7162076,FALSE,4.6,,Hong Kong style fast food restaurant,TRUE,
Motel Morris,-73.9981634,40.7410187,FALSE,4.4,,American restaurant,TRUE,TRUE
Vegetarian Dim Sum House,-73.998198,40.715013,FALSE,4.1,,Vegetarian restaurant,TRUE,
Bareburger,-73.9982132,40.7282767,FALSE,4.3,,Hamburger restaurant,TRUE,TRUE
IL Cortile,-73.9982677,40.7180002,FALSE,4.4,,Italian restaurant,TRUE,TRUE
456 New Shanghai,-73.998268,40.7162474,FALSE,4.1,,Shanghainese restaurant,TRUE,
Friedman's Hell's Kitchen,-73.9983273,40.7552433,FALSE,4.4,,American restaurant,TRUE,
Lure Fishbar,-73.9983333,40.7247222,FALSE,4.4,,Seafood restaurant,TRUE,
Dallas BBQ,-73.998525,40.74559,FALSE,4.1,,Barbecue restaurant,TRUE,
Ping,-73.998584,40.714422,FALSE,4.2,,Seafood restaurant,TRUE,
The Mercer Kitchen,-73.9986494,40.7248421,FALSE,4.2,,New American restaurant,TRUE,
The Original Buddha Bodai Kosher Vegetarian Restaurant  佛菩提,-73.9987982,40.7138868,FALSE,4.4,,Vegan restaurant,TRUE,
Momofuku Nishi,-73.9988079,40.7443485,FALSE,4.3,,Italian restaurant,TRUE,
Cuba,-73.9988417,40.729125,FALSE,4.5,,Cuban restaurant,TRUE,
Taiyaki NYC,-73.9988653,40.7179112,FALSE,4.6,,Ice cream shop,TRUE,
Hop Kee Restaurant,-73.9990328,40.7144074,FALSE,4.3,,Chinese restaurant,TRUE,
Milk Bar Chelsea,-73.9991359,40.7440859,FALSE,4,,Dessert shop,TRUE,
Bodhi Kosher Vegetarian Restaurant,-73.9992785,40.7163863,FALSE,4.6,,Kosher restaurant,TRUE,
Babbo,-73.9992785,40.732296,FALSE,4.4,,Italian restaurant,TRUE,
El Cocotero,-73.9992787,40.7415244,FALSE,4.1,,Venezuelan restaurant,TRUE,
Yin Ji Chang Fen,-73.9992975,40.7158068,FALSE,4.2,,Chinese restaurant,TRUE,
The Malt House,-73.99938,40.72863,FALSE,4.3,,Pub,TRUE,
Chikarashi,-73.9994468,40.7179451,FALSE,4.2,,Japanese restaurant,TRUE,
Bosie,-73.9995539,40.7277403,FALSE,4.5,,French restaurant,TRUE,
Muscle Maker Grill,-73.9996046,40.7390943,FALSE,3.9,,Fast food restaurant,TRUE,
NOMO Kitchen,-73.9996806,40.7197389,FALSE,4,,American restaurant,TRUE,TRUE
Checkers,-73.9996865,40.711165,TRUE,4.3,,Fast food restaurant,TRUE,TRUE
Lasagna Chelsea Restaurant,-73.999692,40.743242,FALSE,4.2,,Italian restaurant,TRUE,TRUE
Tue Thai Food,-73.9998764,40.7338666,FALSE,4.4,,Thai restaurant,TRUE,TRUE
Dos Caminos,-73.9999024,40.7266452,FALSE,3.9,,Mexican restaurant,TRUE,TRUE
Olio e Piú,-73.9999408,40.7338794,FALSE,4.6,,Italian restaurant,TRUE,TRUE
ZiZi,-73.9999607,40.7429063,FALSE,4.6,,Mediterranean restaurant,TRUE,TRUE
The Dish,-73.999989,40.743731,FALSE,4.4,,Diner,TRUE,
Coppelia,-74,40.7388889,FALSE,4.5,,Cuban restaurant,TRUE,
Lupa,-74.0000589,40.7276574,FALSE,4.5,,Italian restaurant,TRUE,TRUE
Yardy World at The Smile To Go,-74.000186,40.719584,FALSE,4.4,,Cafe,TRUE,
Le Coucou,-74.0001861,40.7191167,TRUE,4.6,,Modern European restaurant,TRUE,
Carbone,-74.0002182,40.7279895,FALSE,4.4,,Italian restaurant,TRUE,
Zusik,-74.0003049,40.7386414,FALSE,4.7,,Korean restaurant,TRUE,
Momofuku Kāwi,-74.0003285,40.7537618,FALSE,4.3,,Korean restaurant,TRUE,
Senza Gluten,-74.0003374,40.7291136,FALSE,4.5,,Italian restaurant,TRUE,TRUE
"Mamoun's Falafel - Greenwich Village, Manhattan, NY",-74.0004169,40.7302678,FALSE,4.5,,Middle Eastern restaurant,TRUE,
Petite Boucherie,-74.0004206,40.7338274,FALSE,4.7,,Bistro,TRUE,
Blue Haven,-74.0005794,40.7275574,FALSE,4.3,,Bar,TRUE,
Popeyes Louisiana Kitchen,-74.0006269,40.7180048,FALSE,3.9,,Chicken restaurant,TRUE,
MIMI,-74.0006612,40.7283483,FALSE,4.4,,French restaurant,TRUE,
Creperie,-74.0006939,40.7296113,FALSE,4.5,,Cafe,TRUE,
Minetta Tavern,-74.0007016,40.7299881,FALSE,4.5,,French restaurant,TRUE,
The Grey Dog Chelsea,-74.0007419,40.7406317,FALSE,4.5,,American restaurant,TRUE,
Nefista/ ?i? K?fte( Vegan Kofteh),-74.000755,40.7294222,FALSE,4.8,,Vegetarian restaurant,TRUE,
Old Tbilisi Garden - Authentic Georgian Cuisine,-74.000792,40.728796,FALSE,4.4,,Georgian restaurant,TRUE,TRUE
Llama San,-74.0008279,40.7322744,FALSE,4.4,,Peruvian restaurant,TRUE,
Fishbone,-74.0009008,40.7424753,TRUE,4.5,,Cocktail bar,TRUE,
Seamore's Chelsea,-74.0009008,40.7424753,FALSE,4.3,,Seafood restaurant,TRUE,TRUE
Queensyard,-74.001055,40.7533936,FALSE,4,,Modern British restaurant,TRUE,
Peak,-74.0010898,40.7539902,FALSE,4.9,,Bar & grill,TRUE,
sweetgreen,-74.0010987,40.7527064,FALSE,3.2,,Health food restaurant,TRUE,TRUE
La Nacional,-74.0011761,40.7394905,FALSE,4.5,,Spanish restaurant,TRUE,TRUE
El Quinto Pino,-74.0011974,40.7474124,TRUE,4.3,,Spanish restaurant,TRUE,
Som Bo,-74.0012986,40.7418868,FALSE,4.5,,Asian fusion restaurant,TRUE,
Juice Press,-74.0013339,40.7258037,FALSE,3.9,,Juice shop,TRUE,
Galli,-74.001407,40.721674,FALSE,4.3,,Italian restaurant,TRUE,
Morandi,-74.0014282,40.735317,FALSE,4.3,,Italian restaurant,TRUE,TRUE
Antique Garage Soho,-74.0014305,40.7215214,FALSE,4.4,,Mediterranean restaurant,TRUE,TRUE
Mighty Quinn's Barbeque,-74.0014332,40.7367065,FALSE,4.3,,Barbecue restaurant,TRUE,TRUE
Bellini,-74.0014377,40.7080576,FALSE,4.1,,Italian restaurant,TRUE,
Whitmans,-74.0015325,40.7517389,FALSE,4.3,,Hamburger restaurant,TRUE,
Tio Pepe,-74.0015583,40.7320667,FALSE,4.1,,Spanish restaurant,TRUE,
Sue?os,-74.0015585,40.7420082,FALSE,4,,Restaurant,TRUE,
Coco Bistro,-74.0016978,40.7075433,FALSE,4.4,,French restaurant,TRUE,
Joseph Leonard,-74.0017125,40.7335733,FALSE,4.6,,New American restaurant,TRUE,
Malibu Farm,-74.0017501,40.7059182,FALSE,4,,Californian restaurant,TRUE,
Villa Mosconi,-74.0018575,40.7285143,FALSE,4.6,,Italian restaurant,TRUE,TRUE
Pastai Restaurant,-74.001865,40.745391,FALSE,4.2,,Italian restaurant,TRUE,TRUE
II Corallo Trattoria,-74.0018817,40.7261528,FALSE,4.5,,Italian restaurant,TRUE,
Ta?m,-74.0019593,40.735997,FALSE,4.5,,Mediterranean restaurant,TRUE,
Au Cheval,-74.0019617,40.7181159,FALSE,4.6,,American restaurant,TRUE,
Mercado Little Spain,-74.0019696,40.7528679,FALSE,4.3,,Spanish restaurant,TRUE,
Pearl Oyster Bar,-74.0019805,40.7313939,FALSE,4.6,,Seafood restaurant,TRUE,
Electric Lemon,-74.0020571,40.7545517,FALSE,4.5,,New American restaurant,TRUE,TRUE
Don Angie,-74.0020939,40.7378037,FALSE,4.7,,Restaurant,TRUE,
Chipotle Mexican Grill,-74.0021132,40.7187625,FALSE,4,,Mexican restaurant,TRUE,
Piccola Cucina,-74.002152,40.726313,FALSE,4.6,,Italian restaurant,TRUE,
Benny's Burritos,-74.0021646,40.7380269,FALSE,4.4,,Restaurant,TRUE,TRUE
HAIZEA NYC,-74.0021915,40.7271147,FALSE,4.9,,Basque restaurant,TRUE,TRUE
Wolfnights,-74.0025048,40.7306053,FALSE,4.5,,Fast food restaurant,TRUE,
"One if by Land, Two if by Sea",-74.0026278,40.732548,FALSE,4.3,,American restaurant,TRUE,
Bobo,-74.0026304,40.7344552,FALSE,4.6,,French restaurant,TRUE,TRUE
While We Were Young Kitchen & Cocktails,-74.002696,40.734403,FALSE,4.2,,Restaurant,TRUE,
The Tavern by WS,-74.0027079,40.7544832,FALSE,4.2,,American restaurant,TRUE,TRUE
Tacombi,-74.002714,40.7311167,FALSE,4.4,,Mexican restaurant,TRUE,
Shuka,-74.0027877,40.7270639,FALSE,4.5,,Mediterranean restaurant,TRUE,
Alidoro,-74.0028422,40.7256973,FALSE,4.5,,Sandwich shop,TRUE,
Salinas,-74.0029917,40.7436444,TRUE,4.4,,Spanish restaurant,TRUE,
Ovest Pizzoteca,-74.0030219,40.7507508,FALSE,4.3,,Pizza restaurant,TRUE,
Blue Ribbon Brasserie,-74.0030627,40.7254995,FALSE,4.6,,American restaurant,TRUE,
Empellon Taqueria,-74.0030683,40.734142,FALSE,4.3,,Restaurant,TRUE,
Wilfie & Nell,-74.0030705,40.7340642,FALSE,4.3,,Bar,TRUE,
Sant Ambroeus West Village,-74.0031433,40.7354202,FALSE,4.4,,Italian restaurant,TRUE,TRUE
John's of Bleecker St.,-74.0034468,40.7316187,FALSE,4.6,,Pizza restaurant,TRUE,
Kumo Sushi,-74.00355,40.731748,FALSE,4.1,,Sushi restaurant,TRUE,
Market Table,-74.003702,40.729697,FALSE,4.4,,American restaurant,TRUE,
TAO Downtown Restaurant,-74.0038464,40.7425376,FALSE,4.4,,Asian fusion restaurant,TRUE,
Mishka SoHo Restaurant,-74.003896,40.7236488,FALSE,3.8,,Eastern European restaurant,TRUE,TRUE
St Tropez West Village,-74.0038991,40.7370601,FALSE,4.6,,Restaurant,TRUE,
Mamo,-74.0039152,40.7219097,FALSE,4.5,,Italian restaurant,TRUE,
Macao Trading Company,-74.003939,40.719629,FALSE,4.5,,Asian fusion restaurant,TRUE,
L'Accolade,-74.0039498,40.7324838,FALSE,4.7,,French restaurant,TRUE,TRUE
Catch Steak,-74.0040829,40.7423522,FALSE,4.1,,Restaurant,TRUE,TRUE
The Beatrice Inn,-74.0041175,40.7376889,FALSE,4.1,,Chophouse restaurant,TRUE,
Sushi on Jones,-74.0041448,40.7339126,FALSE,4.2,,Sushi restaurant,TRUE,
Kogane Ramen,-74.0041481,40.7407925,FALSE,4.7,,Ramen restaurant,TRUE,
Black Tap Singles & Doubles Pop Up,-74.0041755,40.7238388,FALSE,4.4,,Hamburger restaurant,TRUE,
Daddy-O,-74.0041906,40.7303837,TRUE,4,,Bar,TRUE,
Sveta,-74.0041927,40.7296907,FALSE,4.5,,Russian restaurant,TRUE,TRUE
Casa restaurant,-74.0047385,40.731475,FALSE,4.5,,Brazilian restaurant,TRUE,
Houston Hall,-74.004745,40.728695,TRUE,4.1,,Beer hall,TRUE,TRUE
Pepolino,-74.0048888,40.7207622,FALSE,4.5,,Tuscan restaurant,TRUE,TRUE
Kesté Pizza & Vino,-74.0048911,40.7092474,FALSE,4.6,,Pizza restaurant,TRUE,
Buddakan,-74.0049359,40.7422782,FALSE,4.5,,Asian fusion restaurant,TRUE,
Zuul Kitchens,-74.0049941,40.7261367,FALSE,4.2,,Restaurant,TRUE,
I Sodi,-74.0049948,40.7334439,FALSE,4.5,,Tuscan restaurant,TRUE,
Industry Kitchen,-74.0050392,40.705666,FALSE,4.3,,American restaurant,TRUE,TRUE
Ryan Maguire's Bar & Restaurant,-74.0050629,40.7080137,FALSE,4.4,,Irish restaurant,TRUE,
McDonald's,-74.00509,40.728794,FALSE,3.2,,Fast food restaurant,TRUE,
LOS TACOS No. 1,-74.0051318,40.7419477,FALSE,4.7,,Restaurant,TRUE,
L'Artusi,-74.0051396,40.7337833,FALSE,4.7,,Italian restaurant,TRUE,
Chopt Creative Salad Co.,-74.0051608,40.7282563,FALSE,3.6,,Salad shop,TRUE,
La Bellezza Pizza,-74.0052557,40.7157029,FALSE,4.3,,Pizza restaurant,TRUE,
Shoji at 69 Leonard Street,-74.0054,40.7176,FALSE,4.6,,Japanese restaurant,TRUE,
Sophie's Cuban Cuisine,-74.0055381,40.708933,FALSE,4.2,,Cuban restaurant,TRUE,
gfg café ? cuisine,-74.00562,40.7102537,FALSE,4.4,,Cafe,TRUE,
Dante's Gourmet Foods,-74.005685,40.710198,TRUE,4,,Sandwich shop,TRUE,
Creamline,-74.0057514,40.7425395,FALSE,4.1,,American restaurant,TRUE,
Casa Taqueria,-74.0057516,40.7087293,FALSE,4.4,,Mexican restaurant,TRUE,
GITANO Garden of Love,-74.005826,40.7228793,FALSE,4,,Mexican restaurant,TRUE,TRUE
sweetgreen,-74.0058587,40.7391831,FALSE,4.5,,Health food restaurant,TRUE,
Subway,-74.0059385,40.7077268,FALSE,3.9,,Sandwich shop,TRUE,
Cull & Pistol,-74.0059673,40.7426077,FALSE,4.6,,Restaurant,TRUE,
Lobster Place,-74.0060307,40.7426857,FALSE,4.6,,Restaurant,TRUE,
Employees Only,-74.0061109,40.7334346,FALSE,4.4,,Bar,TRUE,
Chipotle Mexican Grill,-74.0062924,40.7145044,FALSE,3.9,,Mexican restaurant,TRUE,
The Beekman Pub,-74.00636,40.710882,FALSE,4.2,,Irish pub,TRUE,
Miznon,-74.0064227,40.7424978,FALSE,4.5,,Mediterranean restaurant,TRUE,
Chipotle Mexican Grill,-74.0065609,40.7099267,FALSE,4.1,,Mexican restaurant,TRUE,
Maxwell's,-74.0066053,40.7147792,FALSE,4.2,,Bar & grill,TRUE,
Serafina Meatpacking,-74.006657,40.739633,FALSE,3.8,,Italian restaurant,TRUE,TRUE
Checkers,-74.0066917,40.7145596,FALSE,3.9,,Fast food restaurant,TRUE,
Ketch Brewhouse & Restaurant,-74.0067458,40.7074257,FALSE,3.8,,American restaurant,TRUE,TRUE
DILL & PARSLEY,-74.0067579,40.7065635,FALSE,4.4,,Mediterranean restaurant,TRUE,
Left Bank,-74.0067814,40.73515,FALSE,4.4,,American restaurant,TRUE,
Temple Court,-74.0068449,40.7112749,FALSE,4.6,,Fine dining restaurant,TRUE,
The Bar Room at The Beekman,-74.006902,40.711196,FALSE,4.4,,New American restaurant,TRUE,
Potbelly Sandwich Shop,-74.0069239,40.7070134,FALSE,4.1,,Sandwich shop,TRUE,
Vietspot Tribeca,-74.006976,40.7164419,TRUE,4.2,,Vietnamese restaurant,TRUE,
Pastis,-74.007014,40.7392418,FALSE,4.5,,French restaurant,TRUE,TRUE
Chopt Creative Salad Co.,-74.0070291,40.7062882,FALSE,4.1,,Salad shop,TRUE,
Domino's Pizza,-74.0071308,40.715625,FALSE,3.5,,Pizza delivery,TRUE,
Roti Modern Mediterranean,-74.0071815,40.7068128,TRUE,4.3,,Mediterranean restaurant,TRUE,TRUE
Chipotle Mexican Grill,-74.0071976,40.7066745,FALSE,4.1,,Mexican restaurant,TRUE,
Tribeca's Kitchen,-74.0072007,40.7162023,FALSE,4.4,,Diner,TRUE,TRUE
Hank's Juicy Beef,-74.0072147,40.7143487,TRUE,4.5,,Sandwich shop,TRUE,
Square Diner,-74.007253,40.718485,FALSE,4.3,,Diner,TRUE,TRUE
1803 NYC,-74.0072809,40.715475,FALSE,4.5,,Cajun restaurant,TRUE,TRUE
Potbelly Sandwich Shop,-74.0073032,40.7102179,FALSE,4.2,,Sandwich shop,TRUE,
Florent,-74.0073583,40.7395802,FALSE,,,Restaurant,TRUE,
Hearth on the High Line,-74.0074345,40.7428831,TRUE,4,,Wine bar,TRUE,
Jim Brady's,-74.0075839,40.7076363,TRUE,4.3,,Irish pub,TRUE,
Zeytin Mediterranean,-74.0075852,40.7058059,FALSE,4.9,,Mediterranean restaurant,TRUE,
Blue Ribbon Federal Grill,-74.0077109,40.7079853,TRUE,4.4,,American restaurant,TRUE,
Maestro Pasta,-74.0079162,40.7093194,FALSE,4.8,,Italian restaurant,TRUE,
Del Posto,-74.0079322,40.7433097,FALSE,4.6,,Italian restaurant,TRUE,
Manhattan Proper,-74.008043,40.71327,FALSE,4.1,,Sports bar,TRUE,
Subway,-74.0080956,40.7130119,FALSE,3.7,,Sandwich shop,TRUE,
JOE & THE JUICE,-74.0081049,40.7055429,FALSE,4.1,,Juice shop,TRUE,
Wallsé,-74.008212,40.73541,FALSE,4.3,,Fine dining restaurant,TRUE,TRUE
sweetgreen,-74.0082936,40.7056284,FALSE,4.3,,Health food restaurant,TRUE,
Edward's,-74.008373,40.716973,FALSE,4,,American restaurant,TRUE,
Financier Patisserie,-74.0083769,40.7074215,TRUE,4.1,,Patisserie,TRUE,
Max,-74.008421,40.7169147,FALSE,4.3,,Italian restaurant,TRUE,
Taz Cafe,-74.008525,40.706807,FALSE,3.8,,Cafe,TRUE,
B & Co,-74.008532,40.712796,TRUE,3.6,,Sandwich shop,TRUE,
&pizza - Wall Street,-74.0085474,40.7057647,TRUE,4.6,,Pizza restaurant,TRUE,
Oaxaca Taqueria,-74.008574,40.7054287,FALSE,4.1,,Mexican restaurant,TRUE,
Sushi & Co,-74.0086327,40.7094911,FALSE,4.4,,Restaurant,TRUE,
The Irish American Pub,-74.0087486,40.7098645,FALSE,4.4,,Irish pub,TRUE,
CAVA,-74.0087929,40.7059041,FALSE,4.3,,Mediterranean restaurant,TRUE,
Serafina Tribeca,-74.0088731,40.715653,FALSE,4.2,,Italian restaurant,TRUE,
Mr Chow,-74.0088869,40.720095,FALSE,3.8,,Restaurant,TRUE,TRUE
The Bailey Pub & Brasserie,-74.008923,40.706708,FALSE,4.3,,American restaurant,TRUE,
Shake Shack,-74.0090004,40.710501,FALSE,4.4,,Hamburger restaurant,TRUE,
Subway,-74.0090286,40.7093979,FALSE,3.9,,Sandwich shop,TRUE,
Little Park,-74.009131,40.7152206,TRUE,4.4,,American restaurant,TRUE,
Schnippers,-74.0092143,40.7136214,TRUE,4.2,,Fast food restaurant,TRUE,
Houseman,-74.009323,40.7257495,FALSE,4.3,,American restaurant,TRUE,
Cipriani Club 55 Restaurant,-74.0093957,40.7061756,FALSE,4.3,,Italian restaurant,TRUE,
Paisley,-74.0095596,40.7222699,FALSE,4.7,,Indian restaurant,TRUE,TRUE
Nobu,-74.0095804,40.7107732,FALSE,4.4,,Restaurant,TRUE,
Marc Forgione,-74.0096073,40.7164938,FALSE,4.6,,American restaurant,TRUE,
sweetgreen,-74.0097011,40.7213353,FALSE,4.1,,Health food restaurant,TRUE,
Sushi Azabu,-74.0098944,40.7224361,FALSE,4.7,,Sushi restaurant,TRUE,
American Cut Steakhouse Tribeca,-74.0100227,40.7191028,FALSE,4.4,,Restaurant,TRUE,
Financier Patisserie,-74.0100417,40.70445,FALSE,4.2,,Patisserie,TRUE,
Il Mulino New York - Tribeca,-74.010062,40.719033,TRUE,4.2,,Italian restaurant,TRUE,
Adrienne's Pizzabar,-74.0100646,40.7042941,FALSE,4.4,,Pizza restaurant,TRUE,TRUE
Da Vinci,-74.0101127,40.7036301,FALSE,4.3,,Pizza restaurant,TRUE,
Dunkin',-74.0101766,40.7100153,FALSE,3.8,,Coffee shop,TRUE,
Sarabeth's,-74.0102778,40.7183333,FALSE,4.1,,American restaurant,TRUE,TRUE
Church & Dey,-74.0103057,40.7111618,TRUE,3.8,,Bar,TRUE,
Gunbae,-74.0103209,40.7146371,FALSE,4.4,,Korean restaurant,TRUE,
Reverendo Taco & Tequila Bar,-74.0103936,40.704461,TRUE,4.1,,Restaurant,TRUE,
Route 66 Smokehouse,-74.0104599,40.7041245,FALSE,4.1,,Barbecue restaurant,TRUE,TRUE
The Capital Grille,-74.0105984,40.7084773,FALSE,4.6,,Fine dining restaurant,TRUE,
The Dubliner,-74.0106396,40.7042737,FALSE,4,,Irish pub,TRUE,TRUE
Kaffe Landskap NYC (South),-74.0110062,40.71534,FALSE,4.4,,Cafe,TRUE,
Hale and Hearty,-74.0110348,40.7051421,FALSE,4.1,,Soup shop,TRUE,
Subway,-74.011386,40.7087227,FALSE,3.8,,Sandwich shop,TRUE,
Bluestone Lane Coffee Shop - Financial District,-74.0116277,40.7062784,TRUE,4.4,,Coffee shop,TRUE,
Potbelly Sandwich Shop,-74.0118498,40.7039262,FALSE,4.1,,Sandwich shop,TRUE,
Tacombi,-74.0118676,40.7046445,FALSE,4.6,,Mexican restaurant,TRUE,TRUE
Cappone’s Salumeria,-74.0118801,40.7020841,TRUE,4.1,,Italian restaurant,TRUE,
Chopt Creative Salad Co.,-74.0118801,40.7020841,TRUE,4,,Salad shop,TRUE,
Osteria della Pace,-74.0119758,40.7100647,FALSE,4.2,,Italian restaurant,TRUE,
Ampia Rooftop & Restaurant,-74.012096,40.703459,FALSE,3.9,,Southern Italian restaurant,TRUE,TRUE
Antica ( Ancora),-74.0123307,40.7038609,FALSE,4.2,,Italian restaurant,TRUE,TRUE
65 Market Place,-74.0124086,40.7071762,FALSE,4,,Buffet restaurant,TRUE,
